ID	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	元素精通	物理抗性	物理伤害加成	类型	描述	安全等级	服务器脚本	战斗Config	精英词缀	AI	是否AI校验	装备1	装备2	会游泳	[掉落]1ID	[掉落]1血量百分比	[掉落]2ID	[掉落]2血量百分比	[掉落]3ID	[掉落]3血量百分比	击杀掉落ID	全地图奖励	视距等级	是否离线重置	不在指定天气下出生	特性组ID	联机动态属性ID	外观	生物大类ID	安全检测	战斗音乐
21020502	4001	122.256	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.7	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.5	0	1		1		ConfigMonster_Brute_Rock_None	4001	scout01													1	1		21020501	102		10205	1	4
21020602	4001	40.752	30.144	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.3	0	1	冰盾	1		ConfigMonster_Brute_Ice_Shield	1014,4001	scout01			50004054										1	1		21020101	102		10206		2
20010302	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Wind_02	4001	assist01													1			20010301	102		00103		1
20010402	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Wind_03	4001	assist01													1			20010401	102		00104		1
20010502	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Electric_02	2002,4001	assist01													1			20010501	102		00105		1
20010602	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Electric_03	2002,4001	assist01													1			20010601	102		00106		1
20010703	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	正电	0		ConfigMonster_Slime_Electric_03_Positive	2002,4001	assist01													1			20010701	102		00107		1
20010803	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Ice_02	2003,4001	assist01													1			20010801	102		00108		1
20010903	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Ice_03	2003,4001	assist01													1			20010901	102		00109		1
20011002	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Water_02	4001	assist01													1			20011001	102		00110		1
20011102	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Water_03	4001	assist01													1			20011101	102		00111		1
21010302	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	木盾	0		ConfigMonster_Hili_None_01	4001	sentry02		50004001	50004002										1			21010301	102		10103		1
21010702	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Hili_Fire_Rush	2001,4001	scout01		50004020											1			21010701	102		10107		1
21011202	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	岩盾	0		ConfigMonster_Hili_None_01	4001	sentry02		50004024	50004023										1			21010301	102		10112		1
21011402	4001	13.584	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1	冰盾	0		ConfigMonster_Hili_None_01	4001	sentry02		50004057	50004055										1			21010301	102		10114		1
20011203	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Fire_02	4001	assist01													1			20011201	102		00112		1
20011302	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Fire_03	4001	assist01													1			20011301	102		00113		1
20011402	4001	10.8672	7.536	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Rock_02	1014,4001	assist01													1			20011401	102		00114		1
20011503	4001	27.168	17.584	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Slime_Rock_03	4001	assist01													1			20011501	102		00115		1
22010105	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Abyss_Fire_01	1014,2001,4001	scout01		50004006											1	1		22010101	102		20101		2
22010205	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Abyss_Ice_01	1014,2003,4001	scout01		50004007											1	1		22010201	102		20102		2
22010305	4001	27.168	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Abyss_Water_01	1014,4001	scout01		50004008											1	1		22010301	102		20103		2
21030102	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.5	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Water_01	4001	scout01		50004009											1			21030101	102		10301		1
21030202	4001	13.584	25.12	500	0	0	0	0.1	0.5	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Grass_01	4001	scout01		50004010											1			21030201	102		10302		1
21030302	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Wind_01	4001	scout01		50004014											1			21030301	102		10303		1
21030403	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Rock_01	4001	scout01		50004029											1			21030401	102		10304		1
21030502	4001	13.584	25.12	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	1		0		ConfigMonster_Shaman_Ice_01	4001	scout01		50004049											1			21030401	102		10305		1
24010102	4001	95.088	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	1	耕地型	1		ConfigMonster_Defender_None_01	4001	scout01													1	1		24010101	102		40101	1	4
24010202	4001	54.336	37.68	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	-0.2	0	1		1		ConfigMonster_Formathr_None	4001	scout01													1	1		24010101	102		40102	1	4
24010302	4001	122.256	87.92	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	1		1		ConfigMonster_Konungmathr_None	4001	scout01													1	1		24010101	102		40103	1	5
28020304	4001	149.424	62.8	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.5	0	1		1		ConfigAnimal_Boar_03		sentry02					22010050	75	22010050	50	22010050	25	22003100			1	雨,雷雨,雪	28020301	1		28020304	1	3
28020301	4001	2.7168	12.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Boar_01		sentry02					0	0	0	0	0	0	22000100				雨,雷雨,雪	28020301	1		28020301		
28020303	4001	2.7168	12.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Boar_02		sentry02					0	0	0	0	0	0	22003000				雨,雷雨,雪	28020301	1		28020303		
28020305	4001	2.7168	12.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Boar_04		sentry02					0	0	0	0	0	0	22003000				雨,雷雨,雪	28020301	1		28020303		
28010101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Crab_01		sentry02					0	0	0	0	0	0	0		5		雪	28010101	1		28010101		
28010102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Crab_01		sentry02					0	0	0	0	0	0	0		5		雪	28010102	1		28010102		
28010103	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Crab_01		sentry02					0	0	0	0	0	0	0		5		雪	28010103	1		28010103		
28020101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Fox_01		playing					0	0	0	0	0	0	22000100		4		雨,雷雨,雪	28020101	1		28020101		
28020102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Fox_01		playing					0	0	0	0	0	0	22000100		4		雨,雷雨,雪	28020102	1		28020102		
28020103	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Fox_02		playing					0	0	0	0	0	0	22000100		4		雨,雷雨,雪	28020102	1		28010101		
28020104	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Fox_03		playing					0	0	0	0	0	0	22000100		4		雨,雷雨,雪	28020102	1		28010101		
28020201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Squirrel_01		playing					0	0	0	0	0	0	22000000		4		雨,雷雨,雪	28020201	1		28020201		
28030101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Crane_01		playing					0	0	0	0	0	0	22001100				雨,雷雨,雪	28030101	1		28030101		
28030201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	黄	0		ConfigAnimal_Falcon_01		playing					0	0	0	0	0	0	22001100		1		雨,雷雨,雪	28030101	1		28030201		
28030202	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	灰	0		ConfigAnimal_Falcon_01		playing					0	0	0	0	0	0	22001100		1		雨,雷雨,雪	28030101	1		28030202		
28030203	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	棕	0		ConfigAnimal_Falcon_01		playing					0	0	0	0	0	0	22001100		1		雨,雷雨,雪	28030101	1		28030203		
28030204	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	白	0		ConfigAnimal_Falcon_01		playing					0	0	0	0	0	0	22001100		1		雨,雷雨,雪	28030101	1		28030204		
28050101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Wisp_Wind_01		playing					0	0	0	0	0	0	0		4		雨,雷雨,雪	28050101	1		28050101		
28050102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Wisp_Rock_01		playing					0	0	0	0	0	0	0		4		雨,雷雨,雪	28050101	1		28050102		
28050103	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Wisp_Ice_01		playing					0	0	0	0	0	0	0		4		雨,雷雨,雪	28050101	1		28050103		
28010201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Lizard_01		sentry02					0	0	0	0	0	0	0		5		雨,雷雨,雪	28010201	1		28010201		
28010202	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Lizard_01		sentry02					0	0	0	0	0	0	0		5		雨,雷雨,雪	28010202	1		28010202		
28010203	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Lizard_01		sentry02					0	0	0	0	0	0	0		5		雨,雷雨,雪	28010203	1		28010203		
28010204	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3	红	0		ConfigAnimal_Salamander_01		sentry02					0	0	0	0	0	0	0		5		雨,雷雨,雪	28010201	1		28010204		
28010205	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3	黄	0		ConfigAnimal_Salamander_01		sentry02					0	0	0	0	0	0	0		5		雨,雷雨,雪	28010202	1		28010205		
28010206	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3	蓝	0		ConfigAnimal_Salamander_01		sentry02					0	0	0	0	0	0	0		5		雨,雷雨,雪	28010203	1		28010206		
28010301	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Frog_01		sentry02					0	0	0	0	0	0	0		5		雷雨,雪	28010301	1		28010301		
28010302	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Frog_01		sentry02					0	0	0	0	0	0	0		5		雷雨,雪	28010302	1		28010302		
28010303	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Frog_01		sentry02					0	0	0	0	0	0	0		5		雷雨,雪	28010303	1		28010303		
28020302	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Boar_01_Small		sentry02					0	0	0	0	0	0	22000100		4		雨,雷雨,雪	28020302	1		28020301		
28030301	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Pigeon_01		playing					0	0	0	0	0	0	22001000		4		雨,雷雨,雪	28030301	1		28030301		
28030302	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Pigeon_01		playing					0	0	0	0	0	0	22001000		4		雨,雷雨,雪	28030302	1		28030302		
28030303	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Pigeon_01		playing					0	0	0	0	0	0	22001000		4		雨,雷雨,雪	28030303	1		28030303		
28030304	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Pigeon_01		playing					0	0	0	0	0	0	22001000		4		雨,雷雨,雪	28030304	1		28030304		
28030305	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Pigeon_01		playing					0	0	0	0	0	0	22001000		4		雨,雷雨,雪	28030305	1		28030305		
28030401	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Tit_01		playing					0	0	0	0	0	0	22001000		5		雨,雷雨,雪	28030401	1		28030401		
28030402	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Tit_01		playing					0	0	0	0	0	0	22001000		5		雨,雷雨,雪	28030402	1		28030402		
28030403	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Tit_01		playing					0	0	0	0	0	0	22001000		5		雨,雷雨,雪	28030403	1		28030403		
28030404	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1		0		ConfigAnimal_Tit_01		playing					0	0	0	0	0	0	22001000		5		雨,雷雨,雪	28030404	1		28030404		
28030501	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	白	0		ConfigAnimal_Wigeon_01		playing					0	0	0	0	0	0	22001000		4			28030501	1		28030501		
28030502	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	黑	0		ConfigAnimal_Wigeon_01		playing					0	0	0	0	0	0	22001000		4			28030501	1		28030502		
28030503	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	棕	0		ConfigAnimal_Wigeon_01		playing					0	0	0	0	0	0	22001000		4			28030501	1		28030503		
28040101	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Fish_01		playing					0	0	0	0	0	0	22002000		5		雪	28040101	1		28040101		
28040102	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Fish_01		playing					0	0	0	0	0	0	22002000		5		雪	28040102	1		28040102		
28040103	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	3		0		ConfigAnimal_Fish_01		playing					0	0	0	0	0	0	22002000		5		雪	28040103	1		28040103		
28020401	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	哈士奇	0		ConfigAnimal_DogPrick_01		sentry02											0				雷雨,雪	28020401	1		28020401		
28020402	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	喜乐蒂	0		ConfigAnimal_DogPrick_01		sentry02											0				雷雨,雪	28020401	1		28020402		
28020403	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	柴犬	0		ConfigAnimal_DogPrick_01		sentry02											0				雷雨,雪	28020401	1		28020403		
28020404	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	德牧	0		ConfigAnimal_DogPrick_01		sentry02											0				雷雨,雪	28020401	1		28020404		
28020501	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	白	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020501		
28020502	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	灰	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020502		
28020503	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	白灰	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020503		
28020504	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	黑灰白	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020504		
28020505	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	虎皮	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020505		
28020506	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	黑白	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020506		
28020507	4001	9999	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	琴个人线任务用黑猫	0		ConfigAnimal_Cat_01		sentry02											0		4		雷雨,雪	28020401	1		28020507		
28020601	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	白	0		ConfigAnimal_Marten_01		sentry02											22000000		4		雷雨,雪	28020401	1		28020601		
28020602	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	红	0		ConfigAnimal_Marten_01		sentry02											22000000		4		雷雨,雪	28020401	1		28020602		
28020603	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	白灰	0		ConfigAnimal_Marten_01		sentry02											22000000		4		雷雨,雪	28020401	1		28020603		
28020604	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	褐	0		ConfigAnimal_Marten_01		sentry02											22000000		4		雷雨,雪	28020401	1		28020604		
28050201	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	低等级	0	Test_Mole_MoraDrop	ConfigAnimal_Thoarder_Weasel_01	9003	playing											0		4			28050101	1		28050201		
28050202	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	中品质	0	Test_Mole_MoraDrop	ConfigAnimal_Thoarder_Weasel_01	9004	playing											0		4			28020203	1		28050202		
28050203	4001	0.14	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	4	2	7	12	0	0	0	1	高品质	0	Test_Mole_MoraDrop	ConfigAnimal_Thoarder_Weasel_01	9005	playing											0		4			28020203	1		28050203		
