台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID
1904403108	1904403109		2		
1904403109	1904403110		1	1024	10100
1904403110	1904403111		2		
1904403111	1904403112		1	1024	10601
1904403112	1904403113		1	1024	10100
1904403113	1904403114		1	1024	10100
1904403114	1904403115		1	1024	
1904403115	1904403116		1	1024	10701
1904403116	1904403117		1	1024	10100
1904403117			1	1024	10100
1904404101	1904404102		1	1024	10100
1904404102	1904404103		1	10374	
1904404103	1904404104		1	1024	10701
1904404104	1904404105		1	10374	
1904404105	1904404106		1	1024	10100
1904404106	1904404107		1	10374	
1904404107	1904404108		1	1024	10100
1904404108	1904404109		1	10374	
1904404109	1904404110		1	1024	10801
1904404110	1904404111		1	10374	
1904404111	1904404112,1904404113		1	10374	
1904404112	1904404114		2		
1904404113	1904404114		2		
1904404114	1904404115		1	10374	
1904404115	1904404116		1	1024	10100
1904404116	1904404117		1	1024	10100
1904404117	1904404118		1	10374	
1904404118	1904404119		1	10374	
1904404119	1904404120		1	1024	10801
1904404120	1904404121		1	10374	
1904404121	1904404122		1	10374	
1904404122	1904404123		1	10374	
1904404123	1904404124		1	10374	
1904404124	1904404125,1904404127		1	10374	
1904404125	1904404128		2		
1904404126	1904404127		1	10374	
1904404127	1904404128		2		
1904404128	1904404129		1	10374	
1904404129	1904404130		1	1024	10100
1904404130	1904404131		1	1024	10801
1904404131	1904404132		1	10374	
1904404132	1904404133		1	1024	10100
1904404133	1904404134		1	1024	10801
1904404134	1904404135		1	10374	
1904404135	1904404136		1	10374	
1904404136	1904404137		1	10374	
1904404137	1904404138		1	1024	10801
1904404138	1904404139		1	10374	
1904404139	1904404140		1	10374	
1904404140	1904404141		1	1024	10100
1904404141			1	1024	10100
1904404191			2		
1904404192			2		
1904404201	1904404202		1	10374	
1904404202	1904404203		1	10374	
1904404203	1904404204		1	1024	10100
1904404204	1904404205		1	10374	
1904404205	1904404206		1	10374	
1904404206	1904404207		1	10374	
1904404207	1904404208		1	10374	
1904404208			1	1024	10701
1904404301	1904404302,1904404303		1	1024	10100
1904404302	1904404304		2		
1904404303	1904404304		2		
1904404304	1904404305,1904404306		1	1024	10601
1904404305	1904404307		2		
1904404306	1904404307		2		
1904404307	1904404308		1	1024	10801
1904404308	1904404309		1	1024	
1904404309	1904404310		1	1024	10100
1904404310	1904404311		1	10374	
1904404311	1904404312		1	10374	
1904404312	1904404313		1	10374	
1904404313	1904404314		1	1024	10100
1904404314	1904404315		1	10374	
1904404315			1	10374	
1904405301	1904405302		1	1024	10100
1904405302	1904405303,1904405304		1	1024	10301
1904405303	1904405305		2		
1904405304	1904405305		1	1024	10100
1904405305	1904405306		1	1024	10601
1904405306	1904405307		1	1024	
1904405307	1904405308,1904405309		1	1024	10100
1904405308	1904405310		2		
1904405309	1904405310		2		
1904405310	1904405311		1	1024	10801
1904405311	1904405312		1	1024	10100
1904405312	1904405313		1	1024	10100
1904405313	1904405314		1	1024	10601
1904405314	1904405315,1904405316		1	1024	10100
1904405315	1904405317		2		
1904405316	1904405317		2		
1904405317	1904405318		1	1024	10701
1904405318	1904405319		1	1024	10100
1904405319	1904405320		1	1024	10601
1904405320	1904405321		1	1024	
1904405321	1904405322		1	1024	
1904405322	1904405323	1	2		
1904405323	1904405324		1	1024	10100
1904405324	1904405325		1	1024	10100
1904405325	1904405326		1	1024	10100
1904405326	1904405327		1	1024	10601
1904405327	1904405328		1	1024	
1904405328	1904405329		1	1024	
1904405329	1904405330	1	2		
1904405330	1904405331		1	1024	10100
1904405331	1904405332		1	1024	10100
1904405332	1904405333,1904405334		1	1024	10100
1904405333	1904405335		2		
1904405334	1904405335		2		
1904405335	1904405336		1	1024	10201
1904405336	1904405337		1	1024	10100
1904405337	1904405338		1	1024	10401
1904405338	1904405339	1	2		
1904405339			1	1024	10100
1904501101	1904501102		1	1024	10100
1904501102	1904501103		1	1024	10101
1904501103			1	1024	10100
1904502101	1904502102		1	1024	10100
1904502102	1904502103		1	1024	10100
1904502103	1904502104		1	1024	10601
1904502104	1904502105		1	1024	
1904502105			1	1024	10100
1904502191			2		
1904502192			2		
1904502201	1904502202		1	1024	10201
1904502202	1904502203		1	1024	10100
1904502203	1904502204,1904502206		1	1024	10100
1904502204	1904502205		2		
1904502205	1904502208		1	1024	10201
1904502206	1904502207		2		
1904502207	1904502208		1	1024	10601
1904502208	1904502209		1	1024	
1904502209	1904502210		1	1024	10100
1904502210	1904502211		1	1024	10701
1904502211			1	1024	
1904502301	1904502302		1	1024	10100
1904502302	1904502303		1	1024	10100
1904502303	1904502304	1	2		
1904502304	1904502305		1	1024	10601
1904502305			1	1024	10100
1904507101	1904507102		1	1024	10401
1904507102	1904507103		1	1024	
1904507103	1904507104		1	1024	10100
1904507104			1	1024	10100
1904503301	1904503302		1	1024	10100
1904503302	1904503303,1904503304		1	1024	10100
1904503303	1904503305		2		
1904503304	1904503305		2		
1904503305	1904503306		1	1024	10601
1904503306	1904503307		1	1024	10100
1904503307	1904503308		1	1024	10301
1904503308	1904503309	1	2		
1904503309	1904503310		1	1024	10100
1904503310	1904503311		1	1024	10100
1904503311	1904503312,1904503313		1	1024	10100
1904503312	1904503314		2		
1904503313	1904503314		2		
1904503314	1904503315		1	1024	10801
1904503315	1904503316		1	1024	
1904503316	1904503317,1904503319		1	1024	10100
1904503317	1904503318		2		
1904503318	1904503321		1	1024	10101
1904503319	1904503320		2		
1904503320	1904503321		1	1024	10701
1904503321	1904503322		1	1024	10100
1904503322	1904503323	1	2		
1904503323	1904503324		1	1024	10801
1904503324	1904503325		1	1024	10100
1904503325	1904503326		1	1024	10100
1904503326	1904503327,1904503328		1	1024	10601
1904503327	1904503328		2		
1904503328	1904503329		2		
1904503329			1	1024	10100
1904504101	1904504102		1	1024	10100
1904504102	1904504103		1	1024	10201
1904504103	1904504104,1904504105		1	1024	10100
1904504104	1904504106		2		
1904504105	1904504106		2		
1904504106	1904504107		1	1024	10100
1904504107	1904504108		1	1024	10201
1904504108	1904504109		1	1024	10100
1904504109	1904504110,1904504112		1	1024	10100
1904504110	1904504111		2		
1904504111	1904504115		1	1024	10601
1904504112	1904504113		2		
1904504113	1904504114		1	1024	10701
1904504114	1904504115		1	1024	10100
1904504115	1904504116,1904504117		1	1024	10100
1904504116	1904504118		2		
1904504117	1904504118		2		
1904504118	1904504119		1	1024	10100
1904504119	1904504120		1	1024	10201
1904504120	1904504121		1	1024	
1904504121	1904504122		1	1024	10100
1904504122	1904504123	1	2		
1904504123	1904504124		1	1024	10101
1904504124	1904504125		1	1024	10100
1904504125	1904504126		1	1024	10601
1904504126	1904504127		1	1024	
1904504127	1904504128		1	1024	10100
1904504128			1	1024	10100
1904505101	1904505102		1	1024	10100
1904505102	1904505103		1	1024	10301
1904505103			1	1024	10100
1904508101	1904508102,1904508103		1	1024	10100
1904508102	1904508103		2		
1904508103	1904508106		1	1024	10401
1904508104	1904508105		2		
1904508105	1904508106		1	1024	10801
1904508106			1	1024	10100
1904506101	1904506102		1	1024	10100
1904506102	1904506103		1	1024	10401
1904506103	1904506104,1904506106		1	1024	10100
1904506104	1904506105		2		
1904506105	1904506108		1	1024	10201
1904506106	1904506107		2		
1904506107	1904506108		1	1024	10201
1904506108	1904506109		1	1024	10100
1904506109	1904506110,1904506111		1	1024	10101
1904506110	1904506112		2		
1904506111	1904506112		2		
1904506112	1904506113		1	1024	10100
1904506113	1904506114		1	1024	10601
1904506114	1904506115		1	1024	10100
1904506115	1904506116		1	1024	10101
1904506116	1904506117		1	1024	10101
1904506117	1904506118		1	1024	10201
1904506118			1	1024	10100
1906101101	1906101102		1	1027	10100
1906101102	1906101103,1906101104		1	1027	10101
1906101103	1906101105		2		
1906101104	1906101105		2		
1906101105	1906101106		1	1027	10801
1906101106	1906101107		1	1027	10100
1906101107	1906101108	1	2		
1906101108	1906101109		1	1027	10301
1906101109	1906101110		1	1027	10100
1906101110	1906101111		1	1027	10801
1906101111	1906101112	1	2		
1906101112	1906101113		1	1027	10401
1906101113	1906101114		1	1027	10100
1906101114	1906101115		1	1027	10301
1906101115	1906101116		1	1027	10100
1906101116			1	1027	10101
1906101191			2		
1906101192			2		
1906101201	1906101202		1	1027	10301
1906101202	1906101203		1	1027	10100
1906101203	1906101204		1	1027	10801
1906101204	1906101205,1906101206		1	1027	10100
1906101205	1906101207		2		
1906101206	1906101209		2		
1906101207	1906101208		1	1027	10701
1906101208	1906101211	1	2		
1906101209	1906101210		1	1027	
1906101210	1906101211	1	2		
1906101211	1906101212,1906101213		1	1027	
1906101212	1906101214		2		
1906101213	1906101214		2		
1906101214	1906101215		1	1027	10100
1906101215	1906101216		1	1027	10601
1906101216	1906101217,1906101218		1	1027	
1906101217	1906101219		2		
1906101218	1906101219		2		
1906101219			1	1027	10401
1906101301	1906101302		1	1027	10401
1906101302	1906101303		1	1027	10100
1906101303	1906101304,1906101305		1	1027	10301
1906101304	1906101306		2		
1906101305	1906101310		2		
1906101306	1906101307		1	1027	10100
1906101307	1906101308		1	1027	10101
1906101308	1906101309		1	1027	10100
1906101309	1906101313		1	1027	10601
1906101310	1906101311		1	1027	10100
1906101311	1906101312		1	1027	10101
1906101312	1906101313		1	1027	10401
1906101313			1	1027	10100
1906101391			2		
1906101392			2		
1906101501	1906101502		1	1027	10701
1906101502	1906101503		1	1027	10100
1906101503	1906101504		1	1027	10601
1906101504	1906101505		1	1027	10100
1906101505	1906101506		1	1027	10801
1906101506	1906101507	1	2		
1906101507	1906101508		1	1027	10201
1906101508	1906101509		1	1027	10601
1906101509			1	1027	10100
1906101601	1906101602		1	1027	10701
1906101602	1906101603		1	1027	10301
1906101603	1906101604		1	1027	
1906101604	1906101605	1	2		
1906101605	1906101606		1	1027	10100
1906101606	1906101607,1906101608		1	1027	10801
1906101607	1906101609		2		
1906101608	1906101609		2		
1906101609	1906101610		1	1027	10100
1906101610	1906101611		1	1027	10601
1906101611	1906101612,1906101613		1	1027	10401
1906101612	1906101614		2		
1906101613	1906101616		2		
1906101614	1906101615		1	1027	10601
1906101615	1906101616	1	2		
1906101616			1	1027	10100
1906103101	1906103102		1	1027	10100
1906103102	1906103103		1	11001	
1906103103	1906103104		1	1027	10101
1906103104	1906103105		1	1027	10601
1906103105	1906103106		1	11001	
1906103106	1906103107		1	11001	
1906103107	1906103108		1	11001	
1906103108	1906103109	1	2		
1906103109	1906103110		1	11001	
1906103110	1906103111		1	11001	
1906103111	1906103112		1	1027	10100
1906103112	1906103113		1	1027	10101
1906103113	1906103114		1	11001	
1906103114	1906103115		1	1027	10100
1906103115	1906103116		1	1027	10201
1906103116	1906103117		1	11001	
1906103117	1906103118		1	11001	
1906103118	1906103119	1	2		
1906103119	1906103120		1	11001	
1906103120	1906103121		1	1027	10100
1906103121	1906103122		1	11001	
1906103122	1906103123	1	2		
1906103123	1906103124		1	11001	
1906103124	1906103125		1	11001	
1906103125	1906103126	1	2		
1906103126	1906103127		1	11001	
1906103127	1906103128		1	1027	10701
1906103128	1906103129		1	1027	10100
1906103129	1906103130		1	11001	
1906103130			1	1027	10401
1906104101	1906104102		1	1027	10100
1906104102	1906104103,1906104104		1	1027	10601
1906104103	1906104105		2		
1906104104	1906104106		2		
1906104105	1906104107		1	11001	
1906104106	1906104107		1	11001	
1906104107	1906104108		1	11001	
1906104108	1906104109,1906104110		1	1027	10701
1906104109	1906104111		2		
1906104110	1906104111		2		
1906104111	1906104112		1	11001	
1906104112	1906104113		1	11001	
1906104113	1906104114	1	2		
1906104114	1906104115		1	11001	
1906104115	1906104116		1	1027	10601
1906104116	1906104117		1	11001	
1906104117	1906104118		1	11001	
1906104118	1906104119		1	1027	10100
1906104119	1906104120		1	1027	10101
1906104120	1906104121		1	11001	
1906104121	1906104122		1	11001	
1906104122	1906104123		1	1027	10101
1906104123	1906104124		1	1027	10100
1906104124	1906104125		1	1027	10601
1906104125	1906104126		1	11001	
1906104126	1906104127	1	2		
1906104127	1906104128		1	1027	10100
1906104128	1906104129	1	2		
1906104129	1906104130		1	1027	10601
1906104130	1906104131		1	1027	10100
1906104131	1906104132		1	1027	10101
1906104132	1906104133		1	1027	10100
1906104133	1906104134	1	2		
1906104134	1906104135		1	1027	10201
1906104135	1906104136		1	11001	
1906104136	1906104137		1	1027	10100
1906104137			1	1027	10101
1906201101	1906201102		1	143701	
1906201102	1906201103		1	143701	
1906201103	1906201104		1	11001	
1906201104	1906201105		1	143701	
1906201105	1906201106		1	143701	
1906201106	1906201107		1	11001	
1906201107	1906201108		1	143701	
1906201108	1906201109		1	143701	
1906201109	1906201110		1	11001	
1906201110	1906201111		1	143701	
1906201111	1906201112		1	11001	
1906201112	1906201113		1	143701	
1906201113	1906201114		1	1027	10100
1906201114	1906201115		1	1027	10601
1906201115	1906201116		1	143701	
1906201116	1906201117		1	1027	10100
1906201117	1906201118		1	143701	
1906201118	1906201119,1906201120		1	143701	
1906201119	1906201121		2		
1906201120	1906201127		2		
1906201121	1906201122		1	143701	
1906201122	1906201123		1	1027	10101
1906201123	1906201124,1906201125		1	11001	
1906201124	1906201126		2		
1906201125	1906201126		2		
1906201126	1906201132		1	11001	
1906201127	1906201128		1	143701	
1906201128	1906201129	1	2		
1906201129	1906201130		1	1027	10801
1906201130	1906201131		1	1027	10401
1906201131	1906201132	1	2		
1906201132			1	143701	
1906203101	1906203102		1	11001	
1906203102	1906203103	1	2		
1906203103	1906203104		1	11001	
1906203104	1906203105		1	1027	10100
1906203105	1906203106		1	1027	10101
1906203106	1906203107		1	1027	10100
1906203107	1906203108		1	1027	10201
1906203108	1906203109		1	11001	
1906203109			1	11001	
1906203191			2		
1906203192			2		
1906203201	1906203202		1	11001	
1906203202	1906203203	1	2		
1906203203	1906203204		1	11001	
1906203204	1906203205		1	11001	
1906203205	1906203206		1	1027	10701
1906203206	1906203207		1	1027	10301
1906203207	1906203208	1	2		
1906203208			1	11001	
1906203301	1906203302		1	11001	
1906203302	1906203303		1	11001	
1906203303	1906203304		1	1027	10701
1906203304	1906203305		1	1027	10301
1906203305	1906203306	1	2		
1906203306			1	11001	
1906204101	1906204102		1	11001	
1906204102	1906204103,1906204104		1	11001	
1906204103	1906204105		2		
1906204104	1906204105		2		
1906204105	1906204106		1	11001	
1906204106	1906204107		1	11001	
1906204107	1906204108		1	1027	10100
1906204108	1906204109		1	11001	
1906204109	1906204110		1	1027	10601
1906204110	1906204111		1	11001	
1906204111	1906204112		1	1027	10100
1906204112	1906204113		1	1027	10101
1906204113	1906204114		1	1027	10601
1906204114	1906204115		1	1027	10101
1906204115	1906204116		1	1027	10100
1906204116	1906204117		1	11001	
1906204117	1906204118		1	1027	10101
1906204118	1906204119		1	11001	
1906204119			1	11001	
1906204191			2		
1906204192			2		
1906204201	1906204202		1	11001	
1906204202	1906204203	1	2		
1906204203	1906204204,1906204205		1	11001	
1906204204	1906204206		2		
1906204205	1906204206		2		
1906204206	1906204207		1	1027	10100
1906204207	1906204208		1	1027	10101
1906204208	1906204209		1	11001	
1906204209			1	11001	
1906204301	1906204302,1906204303		1	11001	
1906204302	1906204304		2		
1906204303	1906204304		2		
1906204304	1906204305		1	1027	10100
1906204305	1906204306		1	1027	10101
1906204306	1906204307		1	11001	
1906204307			1	11001	
1906205101	1906205102		1	143501	
1906205102	1906205103		1	1027	10100
1906205103	1906205104		1	1027	10101
1906205104	1906205105		1	11001	
1906205105	1906205106		1	11001	
1906205106	1906205107		1	1027	10201
1906205107	1906205108,1906205109		1	11001	
1906205108	1906205110		2		
1906205109	1906205110		2		
1906205110			1	11001	
1906205191			2		
1906205192			2		
1906205201			1	11001	
1906205301			1	11001	
1906205401	1906205402		1	1027	10100
1906205402	1906205403		1	1027	10101
1906205403	1906205404		1	1027	10100
1906205404	1906205405		1	11001	
1906205405	1906205406		1	1027	10601
1906205406	1906205407		1	11001	
1906205407	1906205408		1	1027	10701
1906205408	1906205409		1	1027	10100
1906205409	1906205410		1	1027	10601
1906205410	1906205411		1	1027	10101
1906205411	1906205412,1906205413		1	11001	
1906205412	1906205414		2		
1906205413	1906205414		2		
1906205414	1906205415		1	1027	10701
1906205415	1906205416		1	1027	10601
1906205416	1906205417		1	1027	10100
1906205417			1	1027	10101
1906205501	1906205502		1	1027	10100
1906205502	1906205503		1	1027	10101
1906205503	1906205504		1	11001	
1906205504	1906205505		1	11001	
1906205505	1906205506		1	11001	
1906205506	1906205507		1	11001	
1906205507	1906205508		1	11001	
1906205508	1906205509		1	1027	10100
1906205509	1906205510		1	1027	10101
1906205510	1906205511		1	1027	10100
1906205511	1906205512		1	1027	10601
1906205512	1906205513		1	1027	10100
1906205513	1906205514		1	1027	10801
1906205514	1906205515		1	1027	10100
1906205515	1906205516		1	11001	
1906205516	1906205517		1	11001	
1906205517	1906205518		1	1027	10701
1906205518	1906205519		1	1027	10100
1906205519	1906205520		1	11001	
1906205520	1906205521		1	11001	
1906205521	1906205522		1	11001	
1906205522	1906205523		1	11001	
1906205523	1906205524		1	1027	10601
1906205524	1906205525,1906205526		1	1027	10101
1906205525	1906205527		2		
1906205526	1906205527		2		
1906205527	1906205528		1	11001	
1906205528	1906205529		1	11001	
1906205529	1906205530		1	11001	
1906205530	1906205531		1	1027	10100
1906205531			1	1027	10201
1906206101	1906206102		1	11001	
1906206102	1906206103	1	2		
1906206103	1906206104		1	11001	
1906206104	1906206105	1	2		
1906206105	1906206106,1906206107		1	11001	
1906206106	1906206108		2		
1906206107	1906206108		2		
1906206108	1906206109		1	11001	
1906206109	1906206110		1	11001	
1906206110	1906206111		1	11001	
1906206111	1906206112		1	11001	
1906206112	1906206113		1	11001	
1906206113	1906206114		1	11001	
1906206114	1906206115	1	2		
1906206115	1906206116		1	11001	
1906206116	1906206117		1	11001	
1906206117	1906206118	1	2		
1906206118	1906206119		1	11001	
1906206119	1906206120	1	2		
1906206120			1	11001	
1906207101	1906207102		1	1027	10100
1906207102	1906207103		1	1027	10601
1906207103	1906207104	1	2		
1906207104	1906207105		1	1027	10701
1906207105	1906207106		1	1027	10100
1906207106	1906207107		1	1027	10601
1906207107	1906207108		1	1027	10100
1906207108	1906207109,1906207110		1	1027	10301
1906207109	1906207111		2		
1906207110	1906207114		2		
1906207111	1906207112		1	1027	10301
1906207112	1906207113		1	1027	10100
1906207113	1906207117		1	1027	
1906207114	1906207115		1	1027	10301
1906207115	1906207116		1	1027	10100
1906207116	1906207117		1	1027	
1906207117			1	1027	10801
1906401101	1906401102		1	160501	
1906401102	1906401103		1	160501	
1906401103	1906401104		1	1027	10100
1906401104	1906401105		1	1027	10601
1906401105	1906401106		1	1027	10100
1906401106	1906401107		1	160501	
1906401107	1906401108		1	160501	
1906401108	1906401109	1	2		
1906401109	1906401110		1	160501	
1906401110	1906401111		1	160501	
1906401111	1906401112		1	160501	
1906401112	1906401113	1	2		
1906401113	1906401114		1	1027	10601
1906401114	1906401115	1	2		
1906401115			1	1027	10100
1906402101	1906402102		1	1027	10100
1906402102	1906402103	1	2		
1906402103	1906402104		1	1027	10801
1906402104	1906402105		1	1027	10100
1906402105	1906402106		1	1027	10301
1906402106	1906402107		1	1027	
1906402107	1906402108		1	1027	10100
1906402108			1	1027	10801
1906402191			2		
1906402192			2		
1906402201	1906402202,1906402203		1	1027	10701
1906402202	1906402204		2		
1906402203	1906402204		2		
1906402204	1906402205		1	1027	10100
1906402205	1906402206		1	1027	10601
1906402206	1906402207,1906402208		1	1027	10100
1906402207	1906402209		2		
1906402208	1906402209		2		
1906402209			1	1027	10401
1906402301	1906402302		1	1027	10701
1906402302	1906402303		1	1027	10100
1906402303	1906402304		1	1027	10401
1906402304	1906402305	1	2		
1906402305	1906402306		1	1027	10701
1906402306	1906402307		1	1027	10601
1906402307	1906402308		1	1027	10100
1906402308	1906402309	1	2		
1906402309			1	1027	10401
1906501101	1906501102		1	1027	10100
1906501102	1906501103		1	1027	10301
1906501103	1906501104		1	1027	10100
1906501104	1906501105	1	2		
1906501105	1906501106,1906501107		1	1027	10701
1906501106	1906501108		2		
1906501107	1906501108		2		
1906501108	1906501109		1	1027	10100
1906501109	1906501110		1	1027	10601
1906501110	1906501111		1	1027	10100
1906501111	1906501112		1	1027	10301
1906501112	1906501113	1	2		
1906501113	1906501114		1	1027	10701
1906501114	1906501115	1	2		
1906501115	1906501116		1	1027	10100
1906501116	1906501117		1	1027	10601
1906501117	1906501118		1	1027	10701
1906501118	1906501119		1	1027	10100
1906501119	1906501120		1	1027	10601
1906501120	1906501121		1	1027	10100
1906501121	1906501122	1	2		
1906501122			1	1027	10201
1906501201	1906501202		1	1027	10100
1906501202	1906501203		1	1027	10301
1906501203	1906501204		1	1027	10100
1906501204	1906501205	1	2		
1906501205	1906501206,1906501207		1	1027	10701
1906501206	1906501208		2		
1906501207	1906501208		2		
1906501208	1906501209		1	1027	10100
1906501209	1906501210		1	1027	10601
1906501210	1906501211		1	1027	10100
1906501211	1906501212		1	1027	10301
1906501212	1906501213	1	2		
1906501213	1906501214		1	1027	10701
1906501214	1906501215	1	2		
1906501215	1906501216		1	1027	10100
1906501216	1906501217		1	1027	10601
1906501217	1906501218		1	1027	10701
1906501218	1906501219		1	1027	10100
1906501219	1906501220		1	1027	10601
1906501220	1906501221		1	1027	10100
1906501221	1906501222	1	2		
1906501222			1	1027	10201
1906502101	1906502102		1	11002	
1906502102	1906502103		1	11002	
1906502103	1906502104		1	11002	
1906502104	1906502105	1	2		
1906502105	1906502106		1	11002	
1906502106	1906502107,1906502108		1	1027	10100
1906502107	1906502109		2		
1906502108	1906502109		2		
1906502109	1906502110		1	11002	
1906502110	1906502111		1	11002	
1906502111	1906502112		1	11002	
1906502112	1906502113	1	2		
1906502113	1906502114		1	1027	10101
1906502114	1906502115		1	1027	10100
1906502115	1906502116		1	1027	10601
1906502116	1906502117,1906502118		1	11002	
1906502117	1906502119		2		
1906502118	1906502119		2		
1906502119	1906502120		1	1027	10701
1906502120	1906502121,1906502122		1	1027	10100
1906502121	1906502123		2		
1906502122	1906502123		2		
1906502123	1906502124		1	1027	10701
1906502124	1906502125		1	1027	10100
1906502125	1906502126		1	1027	10601
1906502126	1906502127	1	2		
1906502127	1906502128		1	11002	
1906502128	1906502129,1906502130		1	11002	
1906502129	1906502131		2		
1906502130	1906502131		2		
1906502131	1906502132		1	11002	
1906502132	1906502133		1	11002	
1906502133	1906502134		1	1027	10100
1906502134			1	1027	10101
1906601101	1906601102		1	11003	
1906601102	1906601103		1	1027	10100
1906601103	1906601104		1	11003	
1906601104	1906601105		1	1027	10801
1906601105	1906601106		1	11003	
1906601106	1906601107		1	11003	
1906601107	1906601108,1906601109		1	11003	
1906601108	1906601110		2		
1906601109	1906601110		2		
1906601110	1906601111		1	11003	
1906601111	1906601112		1	11003	
1906601112	1906601113		1	11003	
1906601113	1906601114		1	1027	10401
1906601114	1906601115	1	2		
1906601115	1906601116		1	11003	
1906601116	1906601117		1	11003	
1906601117	1906601118		1	1027	
1906601118	1906601119	1	2		
1906601119	1906601120		1	1027	10100
1906601120	1906601121		1	11003	
1906601121	1906601122		1	1027	10101
1906601122			1	11003	
1906602101	1906602102		1	1027	10100
1906602102	1906602103,1906602104		1	1027	10101
1906602103	1906602105		2		
1906602104	1906602105		2		
1906602105	1906602106		1	11003	
1906602106	1906602107		1	1027	10100
1906602107	1906602108		1	1027	10601
1906602108	1906602109	1	2		
1906602109	1906602110		1	11003	
1906602110	1906602111		1	11003	
1906602111	1906602112		1	1027	10701
1906602112	1906602113		1	1027	10100
1906602113	1906602114,1906602115		1	1027	10801
1906602114	1906602116		2		
1906602115	1906602116		2		
1906602116	1906602117		1	1027	10201
1906602117			1	1027	10401
1906701101	1906701102		1	140101	
1906701102	1906701103		1	1027	10100
1906701103	1906701104		1	1027	
1906701104	1906701105		1	140101	
1906701105	1906701106		1	1027	10101
1906701106	1906701107		1	140101	
1906701107	1906701108		1	140101	
1906701108	1906701109		1	1027	10701
1906701109	1906701110		1	1027	10801
1906701110	1906701111		1	140101	
1906701111	1906701112		1	140101	
1906701112	1906701113		1	140101	
1906701113	1906701114		1	140101	
1906701114	1906701115		1	1027	10100
1906701115	1906701116		1	1027	10801
1906701116	1906701117		1	140101	
1906701117	1906701118		1	1027	10100
1906701118	1906701119,1906701120		1	1027	10401
1906701119	1906701121		2		
1906701120	1906701127		2		
1906701121	1906701122		1	1027	10100
1906701122	1906701123		1	1027	10301
1906701123	1906701124		1	1027	10401
1906701124	1906701125	1	2		
1906701125	1906701126		1	1027	10100
1906701126	1906701127	1	2	1027	
1906701127	1906701128		1	1027	10201
1906701128	1906701129	1	2		
1906701129	1906701130		1	1027	10100
1906701130	1906701131,1906701132		1	1027	10601
1906701131	1906701133		2		
1906701132	1906701133		2		
1906701133	1906701134		1	1027	10701
1906701134	1906701135		1	1027	10100
1906701135	1906701136		1	1027	10201
1906701136			1	1027	10601
1906701191			2		
1906701192			2		
1906701201	1906701202		1	1027	10601
1906701202	1906701203		1	1027	10100
1906701203	1906701204		1	1027	10601
1906701204	1906701205		1	1027	10100
1906701205	1906701206	1	2		
1906701206			1	1027	10701
1906701301	1906701302		1	1027	10100
1906701302	1906701303		1	1027	10101
1906701303	1906701304		1	1027	10100
1906701304	1906701305		1	1027	10601
1906701305	1906701306,1906701307		1	1027	
1906701306	1906701308		2		
1906701307	1906701308		2		
1906701308	1906701309		1	1027	10801
1906701309	1906701310		1	1027	10601
1906701310	1906701311		1	1027	10100
1906701311	1906701312		1	1027	10801
1906701312	1906701313		1	1027	10100
1906701313			1	1027	10101
1906801101	1906801102		1	1027	10100
1906801102	1906801103,1906801104		1	1027	10801
1906801103	1906801105		2		
1906801104	1906801105		2		
1906801105	1906801106		1	1027	10100
1906801106	1906801107,1906801108		1	1027	10401
1906801107	1906801109		2		
1906801108	1906801109		2		
1906801109			1	1027	10801
1906802101	1906802102		1	140101	
1906802102	1906802103		1	1027	10100
1906802103	1906802104		1	140101	
1906802104	1906802105		1	1027	10801
1906802105	1906802106		1	140101	
1906802106	1906802107		1	140101	
1906802107	1906802108		1	140101	
1906802108	1906802109		1	140101	
1906802109	1906802110		1	1027	10301
1906802110	1906802111		1	1027	10100
1906802111	1906802112		1	140101	
1906802112	1906802113		1	140101	
1906802113	1906802114		1	1027	10301
1906802114	1906802115		1	140101	
1906802115	1906802116,1906802117		1	1027	
1906802116	1906802118		2	1027	
1906802117	1906802118		2	1027	
1906802118	1906802119		1	1027	10100
1906802119	1906802120		1	1027	10801
1906802120	1906802121	1	2		
1906802121	1906802122		1	1027	10100
1906802122	1906802123		1	1027	10301
1906802123	1906802124		1	1027	10100
1906802124			1	1027	10801
1906803101	1906803102		1	1027	10100
1906803102	1906803103		1	1027	10601
1906803103	1906803104		1	1027	
1906803104	1906803105		1	1027	10100
1906803105	1906803106	1	2		
1906803106	1906803107		1	1027	10801
1906803107	1906803108		1	1027	10100
1906803108	1906803109		1	1027	10201
1906803109	1906803110	1	2		
1906803110	1906803111		1	1027	10100
1906803111	1906803112		1	1027	10101
1906803112	1906803113		1	1027	10100
1906803113	1906803114		1	1027	10401
1906803114	1906803115,1906803116		1	1027	10100
1906803115	1906803117		2		
1906803116	1906803117		2		
1906803117	1906803118		1	1027	10801
1906803118	1906803119		1	1027	
1906803119	1906803120		1	1027	10701
1906803120			1	1027	10301
1906901101	1906901102		1	143501	
1906901102	1906901103		1	143501	
1906901103	1906901104	1	2		
1906901104	1906901105		1	143501	
1906901105	1906901106		1	143501	
1906901106	1906901107		1	143501	
1906901107	1906901108		1	143501	
1906901108	1906901109		1	1027	10100
1906901109	1906901110		1	1027	10301
1906901110	1906901111		1	143501	
1906901111	1906901112		1	143501	
1906901112	1906901113,1906901114,1906901115		1	143501	
1906901113	1906901116		2		
1906901114	1906901117		2		
1906901115	1906901118		2		
